chooseKey,count,grade,keyType,mainCategory,mainKey,name,pricePeOne,subCategory,subKey,totalTradeCount,mainLabel,subLabel,description,
0,,1,0,50,15011,Magic Crystal of Nature - Swiftness,,6,0,,Magic Crystal,Shoes,Magic Crystal of Nature - Swiftness,
0,,1,0,50,15030,Magic Crystal of the Sun - Boulder,,5,0,,Magic Crystal,Gloves,Magic Crystal of the Sun - Boulder,
0,,2,0,50,15111,Magic Crystal of Infinity - Swiftness,,6,0,,Magic Crystal,Shoes,Magic Crystal of Infinity - Swiftness,
0,,3,0,50,15211,Black Magic Crystal - Swiftness,,6,0,,Magic Crystal,Shoes,Black Magic Crystal - Swiftness,
0,,1,0,50,15008,Magic Crystal of Abundance - Patience,,4,0,,Magic Crystal,Armor,Magic Crystal of Abundance - Patience,
0,,4,0,50,15811,BON Magic Crystal - Hystria,,6,0,,Magic Crystal,Shoes,BON Magic Crystal - Hystria,
0,,2,0,50,15112,Magic Crystal of Infinity - Adamantine,,6,0,,Magic Crystal,Shoes,Magic Crystal of Infinity - Adamantine,
0,,3,0,50,15212,Black Magic Crystal - Adamantine,,6,0,,Magic Crystal,Shoes,Black Magic Crystal - Adamantine,
0,,4,0,50,15812,WON Magic Crystal - Hystria,,6,0,,Magic Crystal,Shoes,WON Magic Crystal - Hystria,
0,,2,0,50,15113,Magic Crystal of Infinity - Ascension,,6,0,,Magic Crystal,Shoes,Magic Crystal of Infinity - Ascension,
0,,2,0,50,15146,Magic Crystal of Infinity - Energy,,6,0,,Magic Crystal,Shoes,Magic Crystal of Infinity - Energy,
0,,3,0,50,15214,Black Magic Crystal - Descent,,6,0,,Magic Crystal,Shoes,Black Magic Crystal - Descent,
0,,4,0,50,15631,Black Magic Crystal - Hystria,,6,0,,Magic Crystal,Shoes,Black Magic Crystal - Hystria,
0,,2,0,50,15103,Magic Crystal of Infinity - Carnage,,7,0,,Magic Crystal,Versatile,Magic Crystal of Infinity - Carnage,
0,,1,0,50,15006,Magic Crystal of Abundance - Armor,,7,0,,Magic Crystal,Versatile,Magic Crystal of Abundance - Armor,
0,,4,0,50,15663,Combined Magic Crystal - Macalod,,7,0,,Magic Crystal,Versatile,Combined Magic Crystal - Macalod,
0,,1,0,50,15003,Magic Crystal of Crimson Flame - Carnage,,7,0,,Magic Crystal,Versatile,Magic Crystal of Crimson Flame - Carnage,
0,,4,0,50,15662,Combined Magic Crystal - Gervish,,7,0,,Magic Crystal,Versatile,Combined Magic Crystal - Gervish,
0,,4,0,50,15665,HAN Magic Crystal - Gervish,,7,0,,Magic Crystal,Versatile,HAN Magic Crystal - Gervish,
0,,4,0,50,15666,HAN Magic Crystal - Macalod,,7,0,,Magic Crystal,Versatile,HAN Magic Crystal - Macalod,
0,,4,0,50,15664,Combined Magic Crystal - Hoom,,7,0,,Magic Crystal,Versatile,Combined Magic Crystal - Hoom,
0,,4,0,50,15667,HAN Magic Crystal - Hoom,,7,0,,Magic Crystal,Versatile,HAN Magic Crystal - Hoom,
0,,1,0,50,15004,Magic Crystal of Crimson Flame - Carnage,,7,0,,Magic Crystal,Versatile,Magic Crystal of Crimson Flame - Carnage,
0,,3,0,50,15021,Magic Crystal of Perfection,,7,0,,Magic Crystal,Versatile,Magic Crystal of Perfection,
0,,2,0,50,15106,Magic Crystal of Infinity - Armor,,7,0,,Magic Crystal,Versatile,Magic Crystal of Infinity - Armor,
0,,2,0,50,15114,Magic Crystal of Infinity - Descent,,6,0,,Magic Crystal,Shoes,Magic Crystal of Infinity - Descent,
0,,1,0,50,15005,Magic Crystal of Crimson Flame - Carnage,,7,0,,Magic Crystal,Versatile,Magic Crystal of Crimson Flame - Carnage,
0,,2,0,50,15105,Magic Crystal of Infinity - Carnage,,7,0,,Magic Crystal,Versatile,Magic Crystal of Infinity - Carnage,
0,,4,0,55,21086,[Berserker] Lahr Arcien Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Lahr Arcien Classic Set,
0,,4,0,55,21345,[Ninja] Gavi Regan Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Gavi Regan Classic Set,
0,,4,0,55,21643,[Warrior] Acher Guard Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Acher Guard Classic Set,
0,,4,0,55,29140,[Musa] Anemos Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Anemos Outfit Set,
0,,4,0,55,57909,[Striker] Crown Eagle Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Crown Eagle Classic Set,
0,,4,0,55,57918,[Musa] Onyx Jaguar Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Onyx Jaguar Outfit Set,
0,,4,0,55,430031,[Berserker] Vestillio Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Vestillio Outfit Set,
0,,4,0,55,530014,[Striker] Lahr Arcien Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Lahr Arcien Classic Set,
0,,4,0,55,530048,[Striker] Epheria Marine Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Epheria Marine Classic Set,
0,,4,0,55,530078,[Striker] Arctic Fang Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Arctic Fang Outfit Set,
0,,4,0,55,560085,[Archer] Noel Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Archer] Noel Outfit Set,
0,,4,0,55,560119,[Archer] Marine Romance Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Archer] Marine Romance Outfit Set,
0,,4,0,55,21247,[Ninja] New Year Hanbok Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] New Year Hanbok Outfit Set,
0,,4,0,55,21316,[Berserker] Marine Romance Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Marine Romance Outfit Set,
0,,2,0,50,15104,Magic Crystal of Infinity - Carnage,,7,0,,Magic Crystal,Versatile,Magic Crystal of Infinity - Carnage,
0,,4,0,55,21397,[Wizard] Bolyn Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Bolyn Classic Set,
0,,4,0,55,21648,[Musa] Acher Guard Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Acher Guard Classic Set,
0,,4,0,55,21651,[Wizard] Acher Guard Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Acher Guard Classic Set,
0,,4,0,55,21915,[Wizard] Grave Keeper Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Grave Keeper Outfit Set,
0,,4,0,55,450006,[Musa] Durandal Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Durandal Outfit Set,
0,,4,0,55,530026,[Striker] Noel Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Noel Outfit Set,
0,,4,0,55,590322,[Striker] Syahzar Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Syahzar Classic Set,
0,,4,0,55,21025,[Warrior] Evergart Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Evergart Classic Set,
0,,4,0,55,21095,[Berserker] Wilderness Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Wilderness Classic Set,
0,,4,0,55,21261,[Wizard] Amethyst Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Amethyst Classic Set,
0,,4,0,55,21359,[Musa] Palgong Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Palgong Premium Set,
0,,4,0,55,21661,[Berserker] Noel Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Noel Outfit Set,
0,,4,0,55,29147,[Musa] Nouse's Shard Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Nouse's Shard Premium Set,
0,,4,0,55,57870,[Wizard] Crown Eagle Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Crown Eagle Classic Set,
0,,4,0,55,340033,[Striker] Crimson Shadow Knight Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Crimson Shadow Knight Outfit Set,
0,,4,0,55,590462,[Berserker] Glorious Shudad Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Glorious Shudad Premium Set,
0,,4,0,55,21098,[Berserker] Epheria Marine Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Epheria Marine Classic Set,
0,,4,0,55,21129,[Musa] Red Robe Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Red Robe Classic Set,
0,,4,0,55,21022,[Warrior] Clead Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Clead Classic Set,
0,,4,0,55,21341,[Musa] Gavi Regan Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Gavi Regan Classic Set,
0,,4,0,55,21239,[Berserker] New Year Hanbok Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] New Year Hanbok Outfit Set,
0,,4,0,55,21358,[Musa] Palgong Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Palgong Classic Set,
0,,4,0,55,21388,[Musa] Bolyn Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Bolyn Classic Set,
0,,4,0,55,21707,[Ninja] Sicarios Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Sicarios Classic Set,
0,,4,0,55,21907,[Warrior] Grave Keeper Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Grave Keeper Outfit Set,
0,,4,0,55,21924,[Wizard] Lord Red Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Lord Red Classic Set,
0,,4,0,55,21975,[Ninja] Obsidian Arrow Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Obsidian Arrow Outfit Set,
0,,4,0,55,28893,[Berserker] Anemos Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Anemos Outfit Set,
0,,4,0,55,29612,[Wizard] Sage's Memory Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Sage's Memory Classic Set,
0,,4,0,55,29897,[Ninja] Yurei Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Yurei Premium Set,
0,,4,0,55,57807,[Warrior] Crown Eagle Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Crown Eagle Premium Set,
0,,4,0,55,340030,[Wizard] Crimson Knight Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Crimson Knight Outfit Set,
0,,4,0,55,21188,[Wizard] Kibelius Divinus Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Kibelius Divinus Classic Set,
0,,4,0,55,21256,[Musa] Western Frontiers Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Western Frontiers Classic Set,
0,,4,0,55,450015,[Musa] Leonidas Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Leonidas Outfit Set,
0,,4,0,55,510013,[Ninja] Durandal Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Durandal Outfit Set,
0,,4,0,55,530035,[Striker] Nouse's Shard Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Nouse's Shard Classic Set,
0,,4,0,55,590467,[Musa] Glorious Shudad Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Glorious Shudad Premium Set,
0,,4,0,55,21253,[Berserker] Gotha Rensa Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Gotha Rensa Classic Set,
0,,4,0,55,21646,[Berserker] Acher Guard Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Acher Guard Classic Set,
0,,4,0,55,21696,[Ninja] Cokro Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Cokro Classic Set,
0,,4,0,55,28505,[Warrior] Heidel Masquerade Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Heidel Masquerade Outfit Set,
0,,4,0,55,28512,[Warrior] Doomsday Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Doomsday Premium Set,
0,,4,0,55,57042,[Striker] Blazing Inferno Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Blazing Inferno Classic Set,
0,,4,0,55,57871,[Wizard] Crown Eagle Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Crown Eagle Premium Set,
0,,4,0,55,57921,[Wizard] Onyx Jaguar Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Onyx Jaguar Outfit Set,
0,,4,0,55,340018,[Musa] Crimson Knight Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Crimson Knight Outfit Set,
0,,4,0,55,450029,[Musa] Vestillio Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Vestillio Outfit Set,
0,,4,0,55,530081,[Striker] Vestillio Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Vestillio Outfit Set,
0,,4,0,55,590463,[Wizard] Glorious Shudad Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Glorious Shudad Premium Set,
0,,4,0,55,590477,[Archer] Glorious Shudad Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Archer] Glorious Shudad Premium Set,
0,,4,0,55,21026,[Warrior] Lahr Arcien Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Lahr Arcien Classic Set,
0,,4,0,55,21094,[Berserker] Kibelius Divinus Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Kibelius Divinus Classic Set,
0,,4,0,55,21187,[Wizard] Lahr Arcien Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Lahr Arcien Classic Set,
0,,4,0,55,21244,[Wizard] New Year Hanbok Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] New Year Hanbok Outfit Set,
0,,4,0,55,21630,[Warrior] Goyen Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Goyen Classic Set,
0,,4,0,55,21669,[Ninja] Noel Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Noel Outfit Set,
0,,4,0,55,21737,[Ninja] Karlstein Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Karlstein Classic Set,
0,,4,0,55,21912,[Musa] Grave Keeper Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Grave Keeper Outfit Set,
0,,4,0,55,28889,[Berserker] Gladiator Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Gladiator Premium Set,
0,,4,0,55,21324,[Ninja] Marine Romance Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Marine Romance Outfit Set,
0,,4,0,55,340009,[Berserker] Crimson Shadow Knight Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Crimson Shadow Knight Outfit Set,
0,,4,0,55,400023,[Warrior] Arctic Fang Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Arctic Fang Outfit Set,
0,,4,0,55,510034,[Ninja] Arctic Fang Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Arctic Fang Outfit Set,
0,,4,0,55,530022,[Striker] Kibelius Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Kibelius Classic Set,
0,,4,0,55,530036,[Striker] Nouse's Shard Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Nouse's Shard Premium Set,
0,,4,0,55,530040,[Striker] Anemos Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Anemos Outfit Set,
0,,4,0,55,590293,[Berserker] Glorious Shudad Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Glorious Shudad Classic Set,
0,,4,0,55,21023,[Warrior] Karcenov Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Karcenov Classic Set,
0,,4,0,55,21038,[Warrior] Epheria Marine Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Epheria Marine Classic Set,
0,,4,0,55,21040,[Warrior] Cantusa Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Cantusa Classic Set,
0,,4,0,55,21089,[Berserker] Khaled Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Khaled Classic Set,
0,,4,0,55,21189,[Wizard] Kibelius Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Kibelius Classic Set,
0,,4,0,55,21338,[Berserker] Gavi Regan Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Gavi Regan Classic Set,
0,,4,0,55,21374,[Warrior] Bolyn Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Bolyn Premium Set,
0,,4,0,55,21389,[Musa] Bolyn Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Bolyn Premium Set,
0,,4,0,55,21689,[Warrior] Millen Fedora Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Millen Fedora Premium Set,
0,,4,0,55,21725,[Ninja] Cantusa Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Cantusa Classic Set,
0,,4,0,55,21910,[Berserker] Grave Keeper Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Grave Keeper Outfit Set,
0,,4,0,55,21925,[Wizard] Lord Red Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Lord Red Premium Set,
0,,4,0,55,28511,[Warrior] Doomsday Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Doomsday Classic Set,
0,,4,0,55,29613,[Wizard] Sage's Memory Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Sage's Memory Premium Set,
0,,4,0,55,57006,[Striker] WeDan Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] WeDan Classic Set,
0,,4,0,55,57806,[Warrior] Crown Eagle Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Crown Eagle Classic Set,
0,,4,0,55,340012,[Berserker] Crimson Knight Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Crimson Knight Outfit Set,
0,,4,0,55,480015,[Wizard] Leonidas Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Leonidas Outfit Set,
0,,4,0,55,530051,[Striker] Durandal Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Durandal Outfit Set,
0,,4,0,55,57926,[Striker] Crown Eagle Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Crown Eagle Premium Set,
0,,4,0,55,590364,[Ninja] Glorious Shudad Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Glorious Shudad Classic Set,
0,,4,0,55,21031,[Warrior] Atanis Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Atanis Classic Set,
0,,4,0,55,21032,[Warrior] Red Robe Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Red Robe Classic Set,
0,,4,0,55,21081,[Berserker] Bethel Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Bethel Classic Set,
0,,4,0,55,21082,[Berserker] Eckett Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Eckett Classic Set,
0,,4,0,55,21132,[Musa] Kibelius Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Kibelius Classic Set,
0,,4,0,55,21346,[Ninja] Gavi Regan Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Gavi Regan Premium Set,
0,,4,0,55,21382,[Berserker] Bolyn Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Bolyn Classic Set,
0,,4,0,55,21632,[Wizard] Cavaro Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Cavaro Classic Set,
0,,4,0,55,21918,[Ninja] Grave Keeper Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Grave Keeper Outfit Set,
0,,4,0,55,29606,[Wizard] Heidel Masquerade Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Heidel Masquerade Outfit Set,
0,,4,0,55,340003,[Warrior] Crimson Shadow Knight Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Crimson Shadow Knight Outfit Set,
0,,4,0,55,21033,[Warrior] Karlstein Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Karlstein Classic Set,
0,,4,0,55,21126,[Musa] Lahr Arcien Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Lahr Arcien Classic Set,
0,,4,0,55,590298,[Wizard] Glorious Shudad Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Glorious Shudad Classic Set,
0,,4,0,55,21194,[Wizard] Crescent Moon Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Crescent Moon Classic Set,
0,,4,0,55,21344,[Wizard] Gavi Regan Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Gavi Regan Classic Set,
0,,4,0,55,28900,[Berserker] Deathrone Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Deathrone Classic Set,
0,,4,0,55,57065,[Striker] Onyx Jaguar Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Onyx Jaguar Classic Set,
0,,4,0,55,21096,[Berserker] Kibelius Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Kibelius Classic Set,
0,,4,0,55,57894,[Ninja] Crown Eagle Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Crown Eagle Classic Set,
0,,4,0,55,57912,[Warrior] Onyx Jaguar Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Onyx Jaguar Outfit Set,
0,,4,0,55,340027,[Wizard] Crimson Shadow Knight Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Crimson Shadow Knight Outfit Set,
0,,4,0,55,510023,[Ninja] Leonidas Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Leonidas Outfit Set,
0,,4,0,55,530029,[Striker] New Year Hanbok Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] New Year Hanbok Outfit Set,
0,,4,0,55,560088,[Archer] Kibelius Divinus Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Archer] Kibelius Divinus Classic Set,
0,,4,0,55,590461,[Warrior] Glorious Shudad Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Glorious Shudad Premium Set,
0,,4,0,55,21021,[Warrior] Bern Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Bern Classic Set,
0,,4,0,55,21091,[Berserker] Atanis Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Atanis Classic Set,
0,,4,0,55,21121,[Musa] Wilderness Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Wilderness Classic Set,
0,,4,0,55,21191,[Wizard] Epheria Marine Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Epheria Marine Classic Set,
0,,4,0,55,21257,[Musa] Western Frontiers Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Western Frontiers Premium Set,
0,,4,0,55,21321,[Wizard] Marine Romance Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Marine Romance Outfit Set,
0,,4,0,55,21355,[Berserker] BD9 Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] BD9 Classic Set,
0,,4,0,55,21806,[Ninja] Epheria Marine Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Epheria Marine Classic Set,
0,,4,0,55,29896,[Ninja] Yurei Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Yurei Classic Set,
0,,4,0,55,57053,[Striker] Karlstein Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Karlstein Classic Set,
0,,4,0,55,400012,[Warrior] Leonidas Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Leonidas Outfit Set,
0,,4,0,55,21383,[Berserker] Bolyn Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Bolyn Premium Set,
0,,4,0,55,430028,[Berserker] Arctic Fang Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Arctic Fang Outfit Set,
0,,4,0,55,590351,[Musa] Glorious Shudad Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Glorious Shudad Classic Set,
0,,4,0,55,590468,[Striker] Glorious Shudad Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Glorious Shudad Premium Set,
0,,4,0,55,21199,[Ninja] Kibelius Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Kibelius Classic Set,
0,,4,0,55,21313,[Warrior] Marine Romance Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Marine Romance Outfit Set,
0,,4,0,55,21349,[Warrior] Brut Lancelot Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Brut Lancelot Classic Set,
0,,4,0,55,21350,[Warrior] Brut Lancelot Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Brut Lancelot Premium Set,
0,,4,0,55,21400,[Ninja] Bolyn Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Bolyn Classic Set,
0,,4,0,55,21131,[Musa] Kibelius Divinus Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Kibelius Divinus Classic Set,
0,,4,0,55,21814,[Ninja] Blue Tiger Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Blue Tiger Classic Set,
0,,4,0,55,28516,[Warrior] Anemos Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Anemos Outfit Set,
0,,4,0,55,28901,[Berserker] Deathrone Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Deathrone Premium Set,
0,,4,0,55,29137,[Musa] Heidel Masquerade Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Heidel Masquerade Outfit Set,
0,,4,0,55,29887,[Ninja] Heidel Masquerade Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Heidel Masquerade Outfit Set,
0,,4,0,55,340021,[Ninja] Crimson Shadow Knight Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Ninja] Crimson Shadow Knight Outfit Set,
0,,4,0,55,400003,[Warrior] Durandal Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Durandal Outfit Set,
0,,4,0,55,560007,[Archer] Gierach Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Archer] Gierach Classic Set,
0,,4,0,55,590359,[Striker] Glorious Shudad Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Striker] Glorious Shudad Classic Set,
0,,4,0,55,21084,[Berserker] Cavaro Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Cavaro Classic Set,
0,,4,0,55,21186,[Wizard] Karlstein Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Wizard] Karlstein Classic Set,
0,,4,0,55,21254,[Berserker] Gotha Rensa Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Berserker] Gotha Rensa Premium Set,
0,,4,0,55,21284,[Warrior] Gavi Regan Classic Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Gavi Regan Classic Set,
0,,4,0,55,21318,[Musa] Marine Romance Outfit Set,,1,0,,Pearl Item,Male Apparel (Set),[Musa] Marine Romance Outfit Set,
0,,4,0,55,21654,[Warrior] Acher Guard Premium Set,,1,0,,Pearl Item,Male Apparel (Set),[Warrior] Acher Guard Premium Set,
